order_id,order_date,customer_name,product,category,quantity,unit_price,total_amount,region
2258,6/22/2024,  sara mehmood ,Mouse,Electronics,1,1200,1200,East
2259,12/24/2024,  ali tariq ,Mouse,Electronics,1,1200,1200,South
2260,3/28/2024,  umer raza ,HANDBAG,Fashion,3,2800,8400,West
2261,11/13/2024,  anum raza ,Sports Shoes,Footwear,5,3200,16000,South
2262,9/21/2024,  sara mehmood ,MOUSE,Electronics,3,1200,3600,Central
2263,5/14/2024,  imran tariq ,Smart Watch,Electronics,3,4500,13500,South
2264,8/7/2024,  asad hassan ,KEYBOARD,Electronics,1,1800,1800,South
2265,4/3/2024,  asad hassan ,KEYBOARD,Electronics,4,1800,7200,East
2266,12/1/2024,  asad ali ,T-SHIRT,Fashion,1,800,800,East
2267,11/30/2024,  anum khan ,T-Shirt,Fashion,2,800,1600,West
2268,10/8/2024,  asad mehmood ,Sports Shoes,Footwear,5,3200,16000,North
2269,5/17/2024,  imran ali ,None,Electronics,3,1800,5400,Central
2270,6/11/2024,  umer malik ,Mouse,Electronics,2,1200,2400,North
2271,12/21/2024,  none ,T-Shirt,Fashion,2,800,1600,Central
2272,9/27/2024,  ayesha tariq ,Mouse,Electronics,5,1200,6000,West
2273,3/18/2024,  asad khan ,Laptop Stand,Accessories,3,2000,6000,Central
2274,6/27/2024,  anum ali ,Sports Shoes,Footwear,4,3200,12800,North
2275,10/7/2024,  ali ali ,Sports Shoes,Footwear,2,3200,6400,South
2276,4/22/2024,  none ,Sneakers,Footwear,4,3500,14000,South
2277,6/8/2024,  sara ali ,Backpack,Fashion,2,1500,3000,North
2278,9/22/2024,  anum tariq ,Laptop Stand,Accessories,3,2000,6000,South
2279,8/14/2024,  sara mehmood ,Headphones,Electronics,5,2500,12500,Central
2280,9/15/2024,  adeel malik ,SPORTS SHOES,Footwear,1,3200,3200,West
2281,6/6/2024,  ayesha sheikh ,Laptop Stand,Accessories,3,2000,6000,East
2282,3/20/2024,  asad ali ,Mouse,Electronics,1,1200,1200,West
2283,10/8/2024,  umer hassan ,Sneakers,Footwear,3,3500,10500,North
2284,1/7/2024,  asad malik ,T-Shirt,Fashion,1,800,800,East
2285,2/16/2024,  none ,T-SHIRT,Fashion,2,800,1600,Central
2286,6/23/2024,  none ,Sneakers,Footwear,2,3500,7000,East
2287,3/5/2024,  adeel sheikh ,HANDBAG,Fashion,4,2800,11200,Central
2288,12/23/2024,  ayesha mehmood ,SPORTS SHOES,Footwear,1,3200,3200,East
2289,6/3/2024,  anum hassan ,Headphones,Electronics,4,2500,10000,North
2290,7/11/2024,  anum noor ,Mouse,Electronics,1,1200,1200,East
2291,3/6/2024,  ali ahmad ,Headphones,Electronics,2,2500,5000,West
2292,4/21/2024,  maham khan ,Sports Shoes,Footwear,3,3200,9600,East
2293,10/14/2024,  shahzad hassan ,Sneakers,Footwear,5,3500,17500,Central
2294,8/12/2024,  sara khan ,T-Shirt,Fashion,3,800,2400,East
2295,1/10/2024,  shahzad khan ,BACKPACK,Fashion,4,1500,6000,North
2296,12/19/2024,  ali tariq ,MOUSE,Electronics,4,1200,4800,Central
2297,1/10/2024,  sara khan ,Sports Shoes,Footwear,3,3200,9600,Central
2298,7/16/2024,  anum raza ,HEADPHONES,Electronics,2,2500,5000,East
2299,4/28/2024,  anum mehmood ,Sports Shoes,Footwear,4,3200,12800,
2300,4/11/2024,  imran raza ,Headphones,Electronics,2,2500,5000,North
2301,6/12/2024,  adeel noor ,HANDBAG,Fashion,2,2800,5600,East
2302,3/17/2024,  ali hassan ,Sports Shoes,Footwear,5,3200,16000,Central
2303,5/29/2024,  ayesha hassan ,Sports Shoes,Footwear,4,3200,12800,Central
2304,1/31/2024,  adeel ali ,T-Shirt,Fashion,3,800,2400,West
2305,7/15/2024,  none ,Laptop Stand,Accessories,1,2000,2000,North
2306,2/18/2024,  maham mehmood ,Laptop Stand,Accessories,4,2000,8000,West
2307,6/11/2024,  imran mehmood ,Backpack,Fashion,4,1500,6000,West
2308,4/7/2024,  ali khan ,BACKPACK,Fashion,1,1500,1500,Central
2309,5/18/2024,  asad khan ,SPORTS SHOES,Footwear,5,3200,16000,North
2310,12/30/2024,  adeel sheikh ,Sneakers,Footwear,4,3500,14000,East
2311,4/20/2024,  adeel ali ,LAPTOP STAND,Accessories,4,2000,8000,East
2312,10/21/2024,  ayesha ali ,Sports Shoes,Footwear,5,3200,16000,South
2313,1/13/2024,  sara malik ,Backpack,Fashion,4,1500,6000,East
2314,4/30/2024,  umer sheikh ,None,Electronics,5,1800,9000,East
2315,5/5/2024,  ayesha mehmood ,T-Shirt,Fashion,5,800,4000,South
2316,7/29/2024,  ali raza ,Handbag,Fashion,2,2800,5600,Central
2317,3/29/2024,  sara sheikh ,HEADPHONES,Electronics,5,2500,12500,South
2318,4/15/2024,  maham hassan ,Smart Watch,Electronics,1,4500,4500,East
2319,5/14/2024,  umer raza ,Sports Shoes,Footwear,5,3200,16000,South
2320,12/6/2024,  umer noor ,Headphones,Electronics,4,2500,10000,West
2321,10/17/2024,  adeel noor ,Keyboard,Electronics,3,1800,5400,
2322,1/17/2024,  shahzad tariq ,Smart Watch,Electronics,4,4500,18000,West
2323,7/27/2024,  asad sheikh ,Handbag,Fashion,2,2800,5600,North
2324,7/24/2024,  anum raza ,Laptop Stand,Accessories,2,2000,4000,West
2325,8/11/2024,  shahzad tariq ,T-Shirt,Fashion,2,800,1600,Central
2326,10/12/2024,  sara ali ,Sneakers,Footwear,4,3500,14000,South
2327,11/20/2024,  asad ali ,Laptop Stand,Accessories,1,2000,2000,East
2328,10/5/2024,  ali raza ,T-SHIRT,Fashion,3,800,2400,South
2329,12/23/2024,  adeel mehmood ,Handbag,Fashion,3,2800,8400,South
2330,1/25/2024,  anum malik ,Keyboard,Electronics,3,1800,5400,
2331,12/6/2024,  umer sheikh ,Mouse,Electronics,4,1200,4800,Central
2332,8/22/2024,  imran malik ,Headphones,Electronics,1,2500,2500,North
2333,7/14/2024,  sara malik ,Keyboard,Electronics,4,1800,7200,Central
2334,6/4/2024,  imran ahmad ,Laptop Stand,Accessories,4,2000,8000,Central
2335,6/20/2024,  ali noor ,SNEAKERS,Footwear,5,3500,17500,West
2336,6/15/2024,  imran khan ,Headphones,Electronics,4,2500,10000,East
2337,2/11/2024,  sara sheikh ,Keyboard,Electronics,2,1800,3600,Central
2338,9/28/2024,  ayesha khan ,Mouse,Electronics,3,1200,3600,North
2339,7/27/2024,  imran mehmood ,SNEAKERS,Footwear,2,3500,7000,East
2340,9/17/2024,  ayesha hassan ,Handbag,Fashion,5,2800,14000,East
2341,7/9/2024,  umer ahmad ,Handbag,Fashion,2,2800,5600,South
2342,3/23/2024,  adeel mehmood ,KEYBOARD,Electronics,5,1800,9000,South
2343,1/26/2024,  asad ali ,Headphones,Electronics,2,2500,5000,North
2344,7/12/2024,  ayesha mehmood ,Handbag,Fashion,1,2800,2800,West
2345,3/28/2024,  adeel ali ,Backpack,Fashion,1,1500,1500,Central
2346,3/14/2024,  ayesha ali ,Keyboard,Electronics,4,1800,7200,
2347,3/5/2024,  adeel sheikh ,T-Shirt,Fashion,2,800,1600,South
2348,5/7/2024,  maham noor ,Sneakers,Footwear,1,3500,3500,West
2349,10/30/2024,  adeel khan ,SPORTS SHOES,Footwear,2,3200,6400,North
2350,7/26/2024,  sara mehmood ,Laptop Stand,Accessories,1,2000,2000,Central
2351,2/9/2024,  shahzad hassan ,MOUSE,Electronics,2,1200,2400,Central
2352,8/15/2024,  asad noor ,Headphones,Electronics,2,2500,5000,Central
2353,3/18/2024,  imran sheikh ,Laptop Stand,Accessories,5,2000,10000,Central
2354,3/3/2024,  maham raza ,SMART WATCH,Electronics,5,4500,22500,Central
2355,11/29/2024,  maham ali ,SNEAKERS,Footwear,4,3500,14000,East
2356,6/24/2024,  adeel mehmood ,Laptop Stand,Accessories,4,2000,8000,
2357,5/8/2024,  asad sheikh ,Laptop Stand,Accessories,1,2000,2000,North
2358,4/5/2024,  adeel ahmad ,Handbag,Fashion,5,2800,14000,East
2359,6/29/2024,  umer raza ,HANDBAG,Fashion,5,2800,14000,West
2360,1/11/2024,  shahzad khan ,HANDBAG,Fashion,5,2800,14000,West
2361,10/29/2024,  imran hassan ,Sports Shoes,Footwear,4,3200,12800,Central
2362,10/15/2024,  maham raza ,HEADPHONES,Electronics,4,2500,10000,East
2363,7/8/2024,  shahzad raza ,SNEAKERS,Footwear,4,3500,14000,West
2364,7/5/2024,  adeel noor ,Backpack,Fashion,5,1500,7500,South
2365,5/11/2024,  umer tariq ,Laptop Stand,Accessories,5,2000,10000,South
2366,4/14/2024,  sara tariq ,Sports Shoes,Footwear,5,3200,16000,West
2367,2/22/2024,  maham noor ,SPORTS SHOES,Footwear,1,3200,3200,North
2368,11/15/2024,  asad khan ,Mouse,Electronics,4,1200,4800,West
2369,3/6/2024,  imran mehmood ,Handbag,Fashion,2,2800,5600,North
2370,12/5/2024,  anum raza ,Handbag,Fashion,3,2800,8400,South
2371,2/21/2024,  none ,SPORTS SHOES,Footwear,3,3200,9600,East
2372,3/31/2024,  umer sheikh ,SMART WATCH,Electronics,3,4500,13500,South
2373,1/14/2024,  ali hassan ,SPORTS SHOES,Footwear,5,3200,16000,Central
2374,10/17/2024,  maham malik ,LAPTOP STAND,Accessories,5,2000,10000,Central
2375,3/12/2024,  maham malik ,T-Shirt,Fashion,3,800,2400,South
2376,1/25/2024,  shahzad sheikh ,Handbag,Fashion,5,2800,14000,East
2377,2/18/2024,  asad noor ,SPORTS SHOES,Footwear,1,3200,3200,West
2378,9/13/2024,  imran ahmad ,T-SHIRT,Fashion,2,800,1600,North
2379,3/21/2024,  sara ali ,Laptop Stand,Accessories,1,2000,2000,East
2380,2/25/2024,  shahzad malik ,SNEAKERS,Footwear,2,3500,7000,Central
2381,1/25/2024,  anum tariq ,Sneakers,Footwear,4,3500,14000,East
2382,3/5/2024,  asad ali ,KEYBOARD,Electronics,3,1800,5400,Central
2383,5/11/2024,  maham mehmood ,SMART WATCH,Electronics,2,4500,9000,West
2384,6/12/2024,  asad noor ,Smart Watch,Electronics,2,4500,9000,East
2385,11/7/2024,  adeel noor ,Smart Watch,Electronics,1,4500,4500,Central
2386,8/14/2024,  sara raza ,Laptop Stand,Accessories,3,2000,6000,Central
2387,8/15/2024,  ayesha mehmood ,Smart Watch,Electronics,4,4500,18000,South
2388,6/1/2024,  none ,MOUSE,Electronics,5,1200,6000,Central
2389,5/5/2024,  sara mehmood ,Smart Watch,Electronics,3,4500,13500,South
2390,2/29/2024,  ali ahmad ,Sneakers,Footwear,1,3500,3500,Central
2391,1/9/2024,  adeel noor ,SPORTS SHOES,Footwear,1,3200,3200,West
2392,4/25/2024,  anum hassan ,Sneakers,Footwear,5,3500,17500,West
2393,12/9/2024,  ayesha raza ,Sports Shoes,Footwear,5,3200,16000,East
2394,8/31/2024,  adeel ali ,Keyboard,Electronics,4,1800,7200,West
2395,5/27/2024,  shahzad hassan ,Smart Watch,Electronics,3,4500,13500,West
2396,6/26/2024,  sara raza ,Backpack,Fashion,5,1500,7500,
2397,7/25/2024,  imran malik ,Smart Watch,Electronics,3,4500,13500,West
2398,10/14/2024,  ayesha ali ,Mouse,Electronics,2,1200,2400,East
2399,10/13/2024,  ayesha ahmad ,MOUSE,Electronics,2,1200,2400,Central
2400,7/28/2024,  maham malik ,Laptop Stand,Accessories,5,2000,10000,South
2401,3/2/2024,  sara raza ,Headphones,Electronics,2,2500,5000,East
2402,11/24/2024,  anum ahmad ,SNEAKERS,Footwear,4,3500,14000,North
2403,4/16/2024,  imran noor ,Laptop Stand,Accessories,1,2000,2000,
2404,2/23/2024,  shahzad tariq ,SMART WATCH,Electronics,3,4500,13500,South
2405,10/11/2024,  ali ali ,Backpack,Fashion,3,1500,4500,West
2406,8/16/2024,  ayesha ali ,HANDBAG,Fashion,1,2800,2800,Central
2407,9/4/2024,  adeel ahmad ,Sneakers,Footwear,2,3500,7000,Central
2408,4/23/2024,  shahzad ali ,Backpack,Fashion,2,1500,3000,North
2409,8/15/2024,  anum mehmood ,SPORTS SHOES,Footwear,2,3200,6400,West
2410,4/24/2024,  ayesha sheikh ,T-SHIRT,Fashion,5,800,4000,Central
2411,2/6/2024,  adeel sheikh ,T-Shirt,Fashion,2,800,1600,South
2412,7/3/2024,  imran mehmood ,T-SHIRT,Fashion,1,800,800,West
2413,12/21/2024,  imran raza ,Headphones,Electronics,1,2500,2500,East
2414,1/28/2024,  maham malik ,SNEAKERS,Footwear,3,3500,10500,West
2415,5/15/2024,  imran raza ,Backpack,Fashion,3,1500,4500,East
2416,12/3/2024,  ali raza ,Smart Watch,Electronics,4,4500,18000,West
2417,10/26/2024,  ali ahmad ,Sports Shoes,Footwear,2,3200,6400,North
2418,7/7/2024,  shahzad mehmood ,HEADPHONES,Electronics,4,2500,10000,South
2419,4/27/2024,  maham raza ,HEADPHONES,Electronics,5,2500,12500,
2420,12/17/2024,  anum malik ,T-Shirt,Fashion,5,800,4000,North
2421,9/30/2024,  imran malik ,Headphones,Electronics,1,2500,2500,Central
2422,12/15/2024,  sara tariq ,Sneakers,Footwear,2,3500,7000,Central
2423,9/6/2024,  shahzad khan ,Mouse,Electronics,2,1200,2400,North
2424,7/27/2024,  ali ahmad ,Sneakers,Footwear,5,3500,17500,East
2425,9/12/2024,  ayesha ahmad ,HANDBAG,Fashion,1,2800,2800,West
2426,8/6/2024,  sara raza ,Sports Shoes,Footwear,1,3200,3200,West
2427,2/12/2024,  anum tariq ,Handbag,Fashion,1,2800,2800,South
2428,4/7/2024,  anum sheikh ,Keyboard,Electronics,2,1800,3600,North
2429,5/2/2024,  anum noor ,LAPTOP STAND,Accessories,-4,2000,10000,West
2430,1/28/2024,  asad raza ,Sports Shoes,Footwear,2,3200,6400,East
2431,8/6/2024,  none ,SNEAKERS,Footwear,1,3500,3500,Central
2432,6/16/2024,  ayesha mehmood ,HANDBAG,Fashion,3,2800,8400,East
2433,3/26/2024,  adeel raza ,Backpack,Fashion,1,1500,1500,North
2434,8/1/2024,  maham noor ,Handbag,Fashion,3,2800,8400,North
2435,7/19/2024,  maham sheikh ,Sneakers,Footwear,3,3500,10500,Central
2436,12/24/2024,  none ,Smart Watch,Electronics,3,4500,13500,Central
2437,7/3/2024,  imran malik ,HEADPHONES,Electronics,3,2500,7500,East
2438,8/18/2024,  adeel sheikh ,Handbag,Fashion,2,2800,5600,Central
2439,7/23/2024,  none ,Backpack,Fashion,1,1500,1500,East
2440,1/22/2024,  adeel khan ,HANDBAG,Fashion,4,2800,11200,North
2441,7/14/2024,  shahzad noor ,MOUSE,Electronics,5,1200,6000,Central
2442,9/16/2024,  anum hassan ,Backpack,Fashion,1,1500,1500,Central
2443,3/26/2024,  sara ali ,Backpack,Fashion,1,1500,1500,East
2444,11/7/2024,  ayesha mehmood ,Laptop Stand,Accessories,-1,2000,10000,Central
2445,1/19/2024,  umer khan ,HANDBAG,Fashion,2,2800,5600,South
2446,11/30/2024,  ayesha raza ,Laptop Stand,Accessories,3,2000,6000,Central
2447,2/23/2024,  maham khan ,LAPTOP STAND,Accessories,4,2000,8000,West
2448,4/24/2024,  shahzad hassan ,MOUSE,Electronics,3,1200,3600,South
2449,4/16/2024,  none ,MOUSE,Electronics,-5,1200,1200,West
2450,3/23/2024,  ayesha hassan ,Sneakers,Footwear,2,3500,7000,West
2451,12/23/2024,  shahzad malik ,Keyboard,Electronics,5,1800,9000,South
2452,6/12/2024,  anum mehmood ,Handbag,Fashion,2,2800,5600,
2453,2/2/2024,  umer ahmad ,SPORTS SHOES,Footwear,2,3200,6400,Central
2454,5/19/2024,  asad khan ,Mouse,Electronics,1,1200,1200,South
2455,12/3/2024,  sara malik ,T-Shirt,Fashion,5,800,4000,South
2456,5/22/2024,  sara hassan ,Sports Shoes,Footwear,2,3200,6400,North
2457,7/25/2024,  sara raza ,Backpack,Fashion,2,1500,3000,North
2458,11/30/2024,  maham mehmood ,BACKPACK,Fashion,3,1500,4500,North
2459,8/5/2024,  maham ahmad ,Laptop Stand,Accessories,1,2000,2000,North
2460,12/18/2024,  imran ahmad ,Handbag,Fashion,4,2800,11200,South
2461,4/8/2024,  anum mehmood ,Mouse,Electronics,2,1200,2400,West
2462,7/30/2024,  adeel mehmood ,MOUSE,Electronics,4,1200,4800,Central
2463,7/14/2024,  adeel noor ,Mouse,Electronics,4,1200,4800,South
2464,8/22/2024,  maham hassan ,Headphones,Electronics,1,2500,2500,South
2465,2/20/2024,  maham malik ,Keyboard,Electronics,2,1800,3600,Central
2466,11/14/2024,  imran raza ,Keyboard,Electronics,5,1800,9000,East
2467,3/6/2024,  asad khan ,Sneakers,Footwear,2,3500,7000,West
2468,5/14/2024,  maham khan ,Backpack,Fashion,4,1500,6000,East
2469,7/22/2024,  sara ali ,HANDBAG,Fashion,2,2800,5600,West
2470,9/18/2024,  adeel sheikh ,Handbag,Fashion,2,2800,5600,East
2471,9/27/2024,  asad malik ,Backpack,Fashion,1,1500,1500,North
2472,7/21/2024,  ayesha mehmood ,Sneakers,Footwear,2,3500,7000,East
2473,10/24/2024,  maham mehmood ,Laptop Stand,Accessories,1,2000,2000,Central
2474,12/25/2024,  ayesha hassan ,HEADPHONES,Electronics,5,2500,12500,East
2475,7/17/2024,  ayesha tariq ,Mouse,Electronics,4,1200,4800,South
2476,9/19/2024,  maham khan ,Headphones,Electronics,5,2500,12500,North
2477,12/5/2024,  ayesha khan ,Backpack,Fashion,1,1500,1500,Central
2478,11/1/2024,  maham ali ,BACKPACK,Fashion,4,1500,6000,East
2479,10/4/2024,  sara ahmad ,SNEAKERS,Footwear,3,3500,10500,West
2480,3/9/2024,  umer mehmood ,Handbag,Fashion,5,2800,14000,West
2481,6/27/2024,  ayesha mehmood ,BACKPACK,Fashion,1,1500,1500,Central
2482,12/22/2024,  adeel hassan ,T-Shirt,Fashion,2,800,1600,
2483,1/17/2024,  none ,MOUSE,Electronics,4,1200,4800,East
2484,3/2/2024,  maham tariq ,Sports Shoes,Footwear,1,3200,3200,South
2485,7/1/2024,  shahzad noor ,Keyboard,Electronics,1,1800,1800,Central
2486,11/16/2024,  imran malik ,None,Electronics,1,4500,4500,West
2487,11/30/2024,  imran ali ,Handbag,Fashion,2,2800,5600,West
2488,10/9/2024,  imran hassan ,Sneakers,Footwear,2,3500,7000,South
2489,4/8/2024,  shahzad ahmad ,Laptop Stand,Accessories,4,2000,8000,East
2490,11/29/2024,  umer malik ,LAPTOP STAND,Accessories,1,2000,2000,West
2491,3/12/2024,  adeel sheikh ,Keyboard,Electronics,3,1800,5400,South
2492,10/27/2024,  ali hassan ,HANDBAG,Fashion,1,2800,2800,East
2493,4/1/2024,  shahzad raza ,SMART WATCH,Electronics,2,4500,9000,East
2494,2/25/2024,  asad malik ,Laptop Stand,Accessories,5,2000,10000,South
2495,8/14/2024,  shahzad tariq ,Handbag,Fashion,3,2800,8400,Central
2496,8/31/2024,  anum malik ,Handbag,Fashion,4,2800,11200,East
2497,9/24/2024,  shahzad noor ,T-Shirt,Fashion,4,800,3200,East
2498,2/13/2024,  sara ahmad ,MOUSE,Electronics,4,1200,4800,North
2499,12/12/2024,  shahzad ali ,HEADPHONES,Electronics,4,2500,10000,West
2500,12/5/2024,  anum tariq ,SNEAKERS,Footwear,1,3500,3500,Central
2501,8/17/2024,  asad malik ,SPORTS SHOES,Footwear,2,3200,6400,East
2502,11/20/2024,  asad noor ,Headphones,Electronics,2,2500,5000,South
2503,2/18/2024,  asad malik ,Keyboard,Electronics,1,1800,1800,West
2504,7/23/2024,  asad malik ,Smart Watch,Electronics,1,4500,4500,South
2505,12/28/2024,  imran khan ,HANDBAG,Fashion,5,2800,14000,South
2506,2/3/2024,  maham sheikh ,Backpack,Fashion,2,1500,3000,South
2507,10/28/2024,  maham ali ,Handbag,Fashion,4,2800,11200,South
2508,2/26/2024,  ayesha mehmood ,T-SHIRT,Fashion,4,800,3200,West
2509,9/8/2024,  adeel hassan ,Keyboard,Electronics,2,1800,3600,Central
2510,2/5/2024,  adeel mehmood ,Mouse,Electronics,1,1200,1200,South
2511,6/27/2024,  ali noor ,SMART WATCH,Electronics,1,4500,4500,North
2512,5/22/2024,  ali hassan ,Smart Watch,Electronics,5,4500,22500,Central
2513,3/23/2024,  sara raza ,LAPTOP STAND,Accessories,2,2000,4000,South
2514,5/14/2024,  imran ahmad ,Handbag,Fashion,5,2800,14000,South
2515,8/28/2024,  asad ahmad ,Sneakers,Footwear,5,3500,17500,East
2516,11/10/2024,  maham sheikh ,KEYBOARD,Electronics,5,1800,9000,Central
2517,4/21/2024,  ali hassan ,Mouse,Electronics,2,1200,2400,South
2518,3/6/2024,  shahzad raza ,NONE,Electronics,5,1200,6000,North
2519,12/18/2024,  maham khan ,Backpack,Fashion,4,1500,6000,West
2520,11/3/2024,  sara tariq ,T-Shirt,Fashion,3,800,2400,East
2521,6/14/2024,  imran ahmad ,Headphones,Electronics,3,2500,7500,West
2522,7/11/2024,  ayesha sheikh ,Backpack,Fashion,2,1500,3000,Central
2523,3/1/2024,  ayesha hassan ,HANDBAG,Fashion,4,2800,11200,West
2524,8/3/2024,  shahzad raza ,HEADPHONES,Electronics,5,2500,12500,Central
2525,3/19/2024,  sara noor ,Headphones,Electronics,5,2500,12500,West
2526,7/20/2024,  asad ahmad ,HEADPHONES,Electronics,1,2500,2500,North
2527,7/14/2024,  umer tariq ,SMART WATCH,Electronics,3,4500,13500,West
2528,12/30/2024,  maham sheikh ,T-SHIRT,Fashion,2,800,1600,North
2529,3/13/2024,  asad mehmood ,Laptop Stand,Accessories,5,2000,10000,South
2530,7/20/2024,  adeel mehmood ,KEYBOARD,Electronics,1,1800,1800,
2531,5/26/2024,  sara mehmood ,T-Shirt,Fashion,4,800,3200,East
2532,5/28/2024,  ayesha mehmood ,Laptop Stand,Accessories,2,2000,4000,South
2533,1/20/2024,  umer noor ,Smart Watch,Electronics,4,4500,18000,South
2534,11/9/2024,  ayesha mehmood ,Laptop Stand,Accessories,1,2000,2000,Central
2535,5/3/2024,  shahzad khan ,Sneakers,Footwear,4,3500,14000,North
2536,1/29/2024,  asad raza ,Handbag,Fashion,1,2800,2800,West
2537,12/4/2024,  imran malik ,KEYBOARD,Electronics,1,1800,1800,North
2538,6/4/2024,  ali ali ,Sneakers,Footwear,1,3500,3500,West
2539,8/23/2024,  adeel noor ,Sneakers,Footwear,5,3500,17500,North
2540,12/21/2024,  adeel malik ,Mouse,Electronics,4,1200,4800,Central
2541,12/14/2024,  adeel mehmood ,HANDBAG,Fashion,2,2800,5600,Central
2542,9/19/2024,  maham sheikh ,Sports Shoes,Footwear,3,3200,9600,North
2543,10/4/2024,  ali tariq ,Mouse,Electronics,1,1200,1200,North
2544,9/14/2024,  sara khan ,T-Shirt,Fashion,5,800,4000,East
2545,6/7/2024,  maham ali ,Backpack,Fashion,5,1500,7500,West
2546,9/3/2024,  asad ali ,Backpack,Fashion,3,1500,4500,West
2547,11/3/2024,  adeel ahmad ,MOUSE,Electronics,1,1200,1200,West
2548,1/25/2024,  asad malik ,Sneakers,Footwear,1,3500,3500,North
2549,10/4/2024,  anum sheikh ,Laptop Stand,Accessories,2,2000,4000,Central
2550,4/19/2024,  umer malik ,Sports Shoes,Footwear,1,3200,3200,West
2551,4/13/2024,  sara sheikh ,MOUSE,Electronics,5,1200,6000,West
2552,7/30/2024,  ayesha malik ,Headphones,Electronics,5,2500,12500,Central
2553,3/4/2024,  maham khan ,T-Shirt,Fashion,4,800,3200,South
2554,5/9/2024,  ali malik ,Backpack,Fashion,5,1500,7500,South
2555,1/26/2024,  imran tariq ,Keyboard,Electronics,2,1800,3600,Central
2556,2/19/2024,  imran tariq ,Headphones,Electronics,2,2500,5000,East
2557,3/22/2024,  adeel ahmad ,Mouse,Electronics,4,1200,4800,East
2558,7/31/2024,  sara raza ,Sneakers,Footwear,1,3500,3500,South
2559,12/14/2024,  anum hassan ,None,Fashion,5,1500,7500,East
2560,7/15/2024,  shahzad khan ,MOUSE,Electronics,4,1200,4800,South
2561,11/11/2024,  ali khan ,Handbag,Fashion,2,2800,5600,South
2562,12/23/2024,  shahzad ali ,LAPTOP STAND,Accessories,3,2000,6000,West
2563,7/1/2024,  umer sheikh ,Smart Watch,Electronics,2,4500,9000,West
2564,1/11/2024,  shahzad sheikh ,MOUSE,Electronics,2,1200,2400,South
2565,10/29/2024,  shahzad mehmood ,Handbag,Fashion,4,2800,11200,East
2566,5/13/2024,  ayesha ahmad ,LAPTOP STAND,Accessories,5,2000,10000,South
2567,4/5/2024,  anum khan ,Laptop Stand,Accessories,3,2000,6000,East
2568,9/3/2024,  imran ali ,KEYBOARD,Electronics,4,1800,7200,East
2569,8/24/2024,  anum noor ,T-Shirt,Fashion,3,800,2400,Central
2570,2/4/2024,  adeel ahmad ,Laptop Stand,Accessories,1,2000,2000,North
2571,11/1/2024,  umer ali ,Mouse,Electronics,5,1200,6000,East
2572,12/25/2024,  ayesha tariq ,Backpack,Fashion,5,1500,7500,East
2573,6/19/2024,  imran ahmad ,Keyboard,Electronics,3,1800,5400,West
2574,10/12/2024,  ali noor ,BACKPACK,Fashion,2,1500,3000,West
2575,10/27/2024,  ali hassan ,SNEAKERS,Footwear,1,3500,3500,East
2576,5/28/2024,  ali hassan ,Handbag,Fashion,5,2800,14000,North
2577,10/14/2024,  ali noor ,Sports Shoes,Footwear,2,3200,6400,East
2578,9/9/2024,  asad ahmad ,Sneakers,Footwear,3,3500,10500,Central
2579,12/21/2024,  sara noor ,LAPTOP STAND,Accessories,2,2000,4000,North
2580,11/19/2024,  adeel mehmood ,Sneakers,Footwear,4,3500,14000,Central
2581,2/16/2024,  ayesha malik ,LAPTOP STAND,Accessories,2,2000,4000,North
2582,7/2/2024,  sara hassan ,Sneakers,Footwear,5,3500,17500,Central
2583,9/26/2024,  sara ahmad ,Headphones,Electronics,5,2500,12500,Central
2584,9/9/2024,  ayesha ali ,Smart Watch,Electronics,2,4500,9000,South
2585,8/25/2024,  none ,Mouse,Electronics,4,1200,4800,West
2586,5/25/2024,  asad tariq ,Backpack,Fashion,1,1500,1500,North
2587,4/9/2024,  imran ahmad ,KEYBOARD,Electronics,1,1800,1800,South
2588,8/14/2024,  maham malik ,Backpack,Fashion,1,1500,1500,Central
2589,3/22/2024,  shahzad hassan ,Sports Shoes,Footwear,-4,3200,3200,West
2590,8/14/2024,  maham tariq ,Headphones,Electronics,2,2500,5000,Central
2591,11/4/2024,  ayesha malik ,Headphones,Electronics,4,2500,10000,North
2592,5/25/2024,  ali raza ,Laptop Stand,Accessories,4,2000,8000,Central
2593,10/23/2024,  anum ali ,Keyboard,Electronics,4,1800,7200,South
2594,1/11/2024,  asad tariq ,Backpack,Fashion,5,1500,7500,West
2595,12/5/2024,  asad ahmad ,Handbag,Fashion,1,2800,2800,West
2596,9/12/2024,  maham noor ,SPORTS SHOES,Footwear,1,3200,3200,South
2597,10/9/2024,  anum sheikh ,BACKPACK,Fashion,1,1500,1500,East
2598,1/4/2024,  imran ali ,Keyboard,Electronics,1,1800,1800,South
2599,1/6/2024,  asad ahmad ,Keyboard,Electronics,5,1800,9000,South
2600,3/24/2024,  adeel ahmad ,Headphones,Electronics,2,2500,5000,East
2601,8/9/2024,  shahzad ahmad ,T-Shirt,Fashion,2,800,1600,East
2602,6/7/2024,  sara hassan ,Headphones,Electronics,1,2500,2500,West
2603,4/10/2024,  imran ahmad ,Handbag,Fashion,4,2800,11200,North
2604,12/20/2024,  ali ali ,Headphones,Electronics,5,2500,12500,North
2605,10/3/2024,  asad noor ,Keyboard,Electronics,2,1800,3600,East
2606,10/15/2024,  umer mehmood ,Smart Watch,Electronics,3,4500,13500,South
